book_title|x|y
Off the Record (Off #3)|391537|256563
Surviving the Applewhites (Applewhites  #1)|241731|309093
The Black Stallion's Blood Bay Colt (The Black Stallion #6)|223417|278937
Death Note: L, Change the WorLd (Death Note #Novel 2)|217220|371409
The Casanova (The Miles High Club #3)|371457|241422
Vamps and the City (Love at Stake #2)|355177|307095
The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas #1)|250253|297887
Apple Turnover Murder (Hannah Swensen #13)|364170|327258
Torn (Trylle #2)|294519|329024
The Court of Miracles (A Court of Miracles  #1)|274316|309437
An Easy Death (Gunnie Rose #1)|347727|320720
14 (Taylor Jackson  #2)|375428|320539
Imogene's Antlers (Imogene #1)|227241|292374
Dark Visions (Dark Visions #1-3)|293080|334481
When They Come for You (Harper McDaniel #1)|333492|197629
Bane (Sinners of Saint #4)|380780|243792
The Magic School Bus Inside the Earth (The Magic School Bus #2)|221712|294020
Heaven's Reach (Uplift Storm Trilogy #3)|150800|246388
Raney (Southern Revivals)|269081|209611
Skippyjon Jones (Skippyjon Jones #1)|226576|295914
World Without End (Kingsbridge #2)|263130|176493
Up for Heir (Westerly Billionaire #2)|356989|244650
Blackest Night (Blackest Night: Collected Editions #1)|174792|286086
Fablehaven (Fablehaven #1)|240443|323032
The Pearl of the Soul of the World (Darkangel Trilogy #3)|220937|327298
Red (Black #2)|385910|242786
The Wailing Wind (Leaphorn & Chee #15)|295699|156225
My Healer (Bewitched and Bewildered #3)|351527|284768
Laurell K. Hamilton's Anita Blake, Vampire Hunter: Guilty Pleasures vol 1 (Anita Blake, Vampire Hunter Graphic Novels #1 issues #1-6)|347791|315957
Mitigation (Legal Affairs #1.4)|390173|262073
From Dead to Worse (Sookie Stackhouse #8)|351255|314757
On Dangerous Ground (Sean Dillon #3)|264838|158529
A Nordic King (Nordic Royals #3)|381865|242790
Though Not Dead (Kate Shugak #18)|289573|153441
I Just Forgot (Little Critter)|222771|292327
In Your Corner (Redemption #2)|382457|270926
Narcissus in Chains (Anita Blake, Vampire Hunter #10)|346249|314157
Austin (McKettricks #13)|384287|300707
For The Guild (Emerilia #3)|140280|227022
Dead Man's Folly (Hercule Poirot #35)|309243|157060
The Fiery Trial (Tales from the Shadowhunter Academy #8)|277341|318660
Blood Will Tell (Warriors of Ankh #1)|298787|326844
Wicked Sacrifice (Bound Hearts #4-5)|372849|289319
Maid-sama! Vol. 08 (Maid Sama! #8)|220650|374146
Robot Dreams (Robot #0.4)|158129|248017
Green Rider (Green Rider #1)|139172|250966
Hooked by Love (Bellevue Bullies #3)|378875|252973
Real Men Will (Donovan Brothers Brewery #3)|385121|294788
The Dominator (The Dominator #1)|383636|242353
Fine Just the Way it Is (Wyoming Stories #3)|237634|228511
Finding Cinderella (Hopeless #2.5)|395939|249249
Stray (Shifters #1)|341068|314805
Kiss of Midnight (Midnight Breed #1)|361030|298164
Waiting on You (Blue Heron #3)|384980|295365
Master of the Mountain (Mountain Masters & Dark Haven #1)|377817|278402
Operation Hail Storm (Hail #1)|331906|253763
The Cay (The Cay #1)|225231|292245
Bleeding Hearts (Drake Chronicles #4)|294036|332638
14th Deadly Sin (Women's Murder Club #14)|280865|163809
Batman: The Resurrection of Ra's al Ghul (Batman (1940-2011) #670-671)|173007|283970
Grail (The Pendragon Cycle #5)|264128|263170
Bitten to Death (Jaz Parks #4)|344344|318234
Bad, Bad Bluebloods (Rich Boys of Burberry Prep #2)|331557|289870
Anybody Out There? (Walsh Family #4)|290364|229021
To Protect & Serve (Courage #1)|287473|260279
Be Careful What You Pray For (Reverend Curtis Black #7)|252127|189680
Texas! Chase (Texas! Tyler Family Saga #2)|382004|312711
The Final Day (After #3)|264831|157671
The Beatrice Letters (A Series of Unfortunate Events)|238458|323811
Tales of the Slayer, Vol. 1 (Tales of the Slayer #1)|182806|277861
Finding Claire Fletcher (Claire Fletcher and Detective Parks #1)|330294|203616
The Possessed (Dark Visions #2)|287849|340477
Love & Lies (Reverend Curtis Black #4)|251571|190946
Luck of the Devil (The Forge Trilogy #2)|381904|245775
Brother Odd (Odd Thomas #3)|190432|245413
The Sisters (Cormac Reilly #0.5)|293707|210249
Out of Oz (The Wicked Years #4)|186147|256577
Last Man Standing (Black Ops Inc. #7)|382761|294088
L'Enfer, le Silence (Blacksad #4)|181050|279239
PLUTO: Urasawa x Tezuka, Vol. 3 (Pluto #3)|182831|281343
Glorious Angel (Southern #1)|396479|315728
Duncan (The Protectors #3)|352158|283728
Psychic Dreams (Glimmer Lake #3)|334226|295790
Shooting Scars (The Artists Trilogy #2)|397086|248821
The Blade Artist (Mark Renton #4)|328980|219289
Death By Honeymoon (Caribbean Murder #1)|343618|206812
Own the Wind (Chaos #1)|382847|263401
Good in Bed (Cannie Shapiro #1)|286514|223486
Red Rain (Nameless: Season One #4)|329989|199699
Hades' Daughter (The Troy Game #1)|133539|251759
Mr. Miracle (Angelic Intervention #10)|302867|242220
Chew: The Omnivore Edition, Vol. 1 (Chew Omnivore Edition #1)|177899|283787
Shimmer (Charley Davidson #5.5)|348526|309385
Taming The Biker (The Biker #5)|363129|255110
For Biddle's Sake (The Princess Tales #5)|234997|323265
The Diva Runs Out of Thyme (A Domestic Diva Mystery #1)|360595|328546
Far Away Home (Aislynn's Story #1)|329101|210274
The Far Side® Gallery 3 (The Far Side Gallery Anthologies #3)|190081|269916
Cottage by the Sea (Oceanside #1)|300652|231586
Stupid Girl (Stupid in Love #1)|397913|254325
Mystery of the Glowing Eye (Nancy Drew Mystery Stories #51)|213923|300252
Void Moon (Harry Bosch Universe #12)|274666|157735
Blue Christmas (Weezie and Bebe Mysteries #3)|295545|228429
The Whole Town's Talking (Elmwood Springs #4)|283371|215290
Dragon Ball, Vol. 5: The Red Ribbon Army (Dragon Ball #5)|219967|365140
The Game (Mary Russell and Sherlock Holmes #7)|305925|163717
Stick and Stone (Stick and Stone #1)|238813|297376
The Thin Woman (Ellie Haskell Mystery #1)|307853|161943
Finn (Anderson Billionaires #1)|357926|245093
Rivers of London (Rivers of London #1)|157298|237169
Blood Feud (Drake Chronicles #2)|291887|332765
Crown of Lies (Truth and Lies #1)|386934|245345
The Happy Ever After Playlist (The Friend Zone #2)|279724|294606
Thirty-Two Going on Spinster (Spinster #1)|329423|216414
Say My Name (Stark International #1)|390935|255360
In Search of Lost Time (À la recherche du temps perdu #1-7)|215687|221100
Rurouni Kenshin, Volume 02 (Rurouni Kenshin #2)|218067|372806
Roses for Mama (Women of the West #3)|279346|263557
Lord Valentine's Castle (Lord Valentine #1)|148368|248469
Hex Hall (Hex Hall #1)|289400|330447
Changing Places (The Campus Trilogy #1)|232788|224154
Anne of the Island (Anne of Green Gables #3)|227618|285214
The Tale Teller (Leaphorn & Chee #23)|284956|160274
Not Quite Over You (Happily Inc #4)|382135|296441
The Shadow Society (The Shadow Society #1)|287768|329571
Samantha's Surprise: A Christmas Story (American Girl: Samantha #3)|221962|295746
Eighty Days Yellow (Eighty Days #1)|398531|264104
Body Double (Rizzoli & Isles #4)|283246|161073
The Old Contemptibles (Richard Jury  #11)|305303|161327
The Play (Briar U #3)|388452|242872
Key of Valor (Key Trilogy #3)|380459|314732
Storm Forged (Death Before Dragons #6)|328807|299470
Alligators All Around (Nutshell Library)|224212|289364
Mourn Not Your Dead (Duncan Kincaid & Gemma James #4)|304271|166429
Fallout (Crank #3)|272732|326261
Atlantis Unmasked (Warriors Of Poseidon #4)|357969|307299
The Rise of Scourge (Warriors Manga #4)|240807|328140
A Beautifully Foolish Endeavor (The Carls #2)|265791|303515
My Kind of Wonderful (Cedar Ridge #2)|383365|292273
Untamed Delights (The Phoenix Pack #8)|352359|279812
Condemned to Love (Mazzone Mafia #1)|378430|238942
City Infernal (City Infernal #1)|187739|252437
Earthquake in the Early Morning (Magic Tree House #24)|227970|307200
Rich Dad's Retire Young, Retire Rich: How to Get Rich Quickly and Stay Rich Forever! (Rich Dad #5)|210197|176773
Bought (Highest Bidder #1)|364353|245654
The Quillan Games (Pendragon #7)|238422|332248
Every Second with You (No Regrets #3)|393263|256594
Reluctantly Married (Married #2)|353413|239349
I Even Funnier (I Funny #2)|234207|314211
The Sword of Shannara Trilogy (The Original Shannara Trilogy #1-3 )|137040|246878
Moonlight Falls on Seven Sisters (Seven Sisters #2)|343325|202914
Millennium Snow, Vol. 2 (千年の雪 / Sennen no yuki #2)|226019|372884
The Selection Stories: The Prince & The Guard (The Selection #0.5, 2.5)|280100|324589
The Maze of Bones (The 39 Clues #1)|240145|322254
One You Can't Forget (Hades' Spawn MC #1)|362555|251992
The Last Sun (The Tarot Sequence #1)|394023|195869
The Cove (FBI Thriller #1)|377371|316130
The Kinslayer Wars (Dragonlance: Elven Nations #2)|130216|248008
Dread Mountain (Deltora Quest #5)|237817|332246
Fall to You (Here and Now #2)|394159|255285
The Beast from the East (Goosebumps #43)|224073|310360
The Arctic Event (Covert-One #7)|259352|159984
Evergreen (Werner Family Saga #1)|274873|204695
Sweet Surrender (Sweet #1)|384002|274202
The Evolution of Calpurnia Tate (Calpurnia Tate #1)|242679|304811
Fantastical (Fantasyland #3)|383312|259673
Bloodline (Star Wars Disney Canon Novel)|123575|249580
Dirty (Dive  Bar #1)|386051|251971
The Teeth of the Tiger (Jack Ryan, Jr. #1)|264572|158097
Death of a Chimney Sweep (Hamish Macbeth  #26)|310037|158605
Touch (Denazen #1)|290759|328080
The Marriage Bed (Guilty #3)|401837|312496
The Oracle's Queen (Tamír Triad #3)|140046|253016
Tempting the Best Man (Gamble Brothers #1)|391062|261637
The Talented Mr. Ripley (Ripley #1)|225522|222425
Burn (Anna Pigeon  #16)|288010|154797
Enter the Enchanted (Everworld #3)|232407|339231
A Mate for Gideon (The Program  #2)|348275|281944
The Lying Game (The Lying Game #1)|274313|335014
Miao Dao (Dark Corners (Amazon Original Stories))|319644|204370
Surrender Your Love (Surrender Your Love #1)|391048|261216
Only Enchanting (The Survivors' Club  #4)|401012|314415
Asterix and the Chieftain's Shield (Asterix #7)|211891|255083
True Love (Nantucket Brides #1)|389004|313600
Blackwood Farm (The Vampire Chronicles #9)|190042|253845
Hot Mahogany (Stone Barrington #15)|279458|154050
The Drowning Pool (Lew Archer #2)|263865|169246
The Waking Land (The Waking Land #1)|318483|246457
Big Nate and Friends (Big Nate: Comics)|234509|314153
07-Ghost, Volume 01 (07-Ghost #1)|220045|371574
Complicate Me (The Good Ol' Boys #1)|384574|247490
Caliban Cove (Resident Evil #2)|180591|297037
Plastic Hearts (Hearts #1)|399688|253751
The Ancient Magus' Bride, Vol. 2 (魔法使いの嫁 / Mahōtsukai no yome #2)|218867|370613
Szósta klepka (Jeżycjada #1)|249613|275922
Zombicorns (Zombicorns #1)|221739|257005
The Short Second Life of Bree Tanner (The Twilight Saga #3.5)|293482|333792
Highland Promise (Murray Family #3)|395768|314670
Four & Twenty Blackbirds (Bardic Voices #4)|134114|253552
The Cat Who Dropped a Bombshell (The Cat Who... #28)|310539|160300
The Water Room (Bryant & May: Peculiar Crimes Unit #2)|305832|162597
Isla and the Happily Ever After (Anna and the French Kiss #3)|275373|317738
Robot Visions (Robot #0.5)|154298|248101
My Brother's Husband, Volume 2 (弟の夫 [Otouto no Otto] #3-4)|257225|302305
Warsaw Requiem (Zion Covenant #6)|276479|262109
Beard in Waiting (Winston Brothers #3.5)|383629|238119
Zita the Spacegirl (Zita the Spacegirl #1)|238382|306830
Spider's Web (Glenmore Park Mystery #1)|332392|198481
Bearing an Hourglass (Incarnations of Immortality #2)|138427|247844
The Gender Plan (The Gender Game #6)|322937|294840
Law & Beard (The Dixie Warden Rejects MC #8)|376544|257030
Wicked Intentions (Maiden Lane #1)|398633|311123
The First Chronicles of Druss the Legend (The Drenai Saga #6)|142831|240442
Whistlin' Dixie in a Nor'easter (Dixie #1)|293744|226124
Fifty Shades of Alice in Wonderland (Fifty Shades of Alice #1)|376858|319410
Try Me (Take a Chance #1)|397155|265798
Zombie Fallout (Zombie Fallout #1)|170827|236308
Star Wars: Doctor Aphra, Vol. 1: Aphra (Star Wars: Doctor Aphra (2016))|177458|292048
Santa Cruise: A Holiday Mystery at Sea (Regan Reilly Mysteries # 9.5)|308373|245285
Everything and More: A Compact History of Infinity (Great Discoveries)|386445|263153
The American Lady (Glasbläser-Saga #2)|328131|210692
An Assembly Such as This (Fitzwilliam Darcy, Gentleman #1)|278025|266810
Pete the Cat and His Magic Sunglasses (Pete the Cat)|234197|293110
My Brother's Destroyer (Baer Creighton #1)|326374|202645
Destination Moon (Tintin #16)|212082|256778
The Stormcaller (Twilight Reign #1)|143543|233473
Beauty Touched the Beast (Beauty #1)|384807|267575
Blonde Ambition (A-List #3)|273560|338742
Don't Mess with Texas (Hotter In Texas #1)|385207|298140
Dance With Me (Dancing #1)|397106|197023
Keeping Her (Losing It #1.5)|394015|260825
Bulls Island (Lowcountry Tales #9)|293992|225703
Is It Just Me? (Is It Just Me? #1)|285648|232369
The Island of Adventure (The Adventure Series #1)|224523|265946
R is for Ricochet (Kinsey Millhone #18)|284848|158666
Hotbloods (Hotbloods #1)|324220|295381
The Cardboard Kingdom (The Cardboard Kingdom #1)|245877|300321
Caesar's Women (Masters of Rome #4)|170160|210158
Earthly Joys (Tradescant #1)|274036|196969
Dawn and the Impossible Three (The Baby-Sitters Club #5)|223327|303111
Stormcaster (Shattered Realms #3)|273746|313300
Leaving Time (Leaving Time #1)|283957|213993
Myth-Taken Identity (Myth Adventures #15)|132776|249918
Born to Fight (Born #2)|310661|312971
The Heist (Gabriel Allon #14)|269799|159188
Fables, Vol. 13: The Great Fables Crossover (Fables)|182236|281768
Stolen Magic (Dragon's Gift: The Huntress #3)|329681|296551
Victims (Alex Delaware #27)|280615|159132
The Death of Kings (Emperor #2)|171222|206694
Mrs. Mike (Mrs. Mike #1)|238997|268600
A Painted Goddess (A Fire Beneath the Skin #3)|319176|288837
Cross My Heart (Landry #2)|389455|263850
The Way of Kings (The Stormlight Archive #1)|146347|231107
Mary Poppins Opens the Door (Mary Poppins #3)|225432|282535
House of X/Powers of X (House of X/Powers of X #1-12)|181607|287695
The Whispered Word (Secret, Book, & Scone Society  #2)|359706|330064
The Vampire Who Loved Me (Cabot #2)|394270|312096
Sisterhood of Dune (Schools of Dune #1)|150319|250169
The Ex Games 3 (The Ex Games #3)|392262|262483
The Overlord Protocol (H.I.V.E. #2)|240821|332356
To Sir Phillip, With Love (Bridgertons #5)|396729|309880
The Furies (Kent Family Chronicles #4)|262170|178011
Closer (Chicago Billionaires #1)|356958|239647
Queen of Hearts (Her Royal Spyness #8)|308021|164632
Big Sky River (Parable, Montana #3)|383748|300280
Ransom (Highlands' Lairds #2)|393521|310417
The Noel Diary (The Noel Collection #1)|294979|230243
Black Forever (Obsidian #4)|377677|243254
The Wizard's Dilemma (Young Wizards #5)|226734|329196
Bring Them Home (Detective Karen Hart #1)|326145|198594
Taming Natasha / Luring a Lady (The Stanislaskis #1-2)|382727|312702
Rock Stars Do It Harder (Rock Stars Do It #1)|399179|263214
Then Came You (A Bradford Sisters Romance #0.5)|284169|264482
Seeker (The Royal Trials #2)|326646|291984
My Soul to Keep (Soul Screamers #3)|293397|331923
Empire State (Empire State #1)|388214|262151
Kissing the Gunner's Daughter (Inspector Wexford #15)|306125|160903
In Search of Respect: Selling Crack in El Barrio (Structural Analysis in the Social Sciences)|369826|222520
The Black Lung Captain (Tales of the Ketty Jay #2)|149174|233367
The Captive Maiden (Hagenheim #4)|280089|267368
The Hollows Insider (The Hollows #9.5)|344386|318707
Rendezvous with Rama (Rama #1)|157547|245033
No One Left to Tell (Romantic Suspense #13)|378216|314897
Asterix and the Cauldron (Astérix #13)|211054|256422
The Teacher's Billionaire (The Sherbrookes of Newport #1)|355569|244929
The Night Eternal (The Strain Trilogy #3)|184406|248534
The Malta Exchange (Cotton Malone #14)|267046|157979
Star Wars: Rogue Planet (Star Wars Legends: Novels)|123569|246174
Chasing River (Burying Water #3)|394850|243629
Spells (Wings #2)|286293|332972
Toxic (Denazen #2)|287475|329159
Left for Dead (Ali Reynolds #7)|278607|153135
Out of Line (Out of Line #1)|397570|257713
An Enchanted Season (Murphy Sisters #1)|355972|304143
Mind Fuck (The Administration #1 )|396168|194036
Flyte (Septimus Heap #2)|242215|329841
Restoration (Restoration #1)|238452|225771
Paladin's Grace (The Saint of Steel #1)|159608|238242
How to Eat Fried Worms (Billy Forrester #1)|223551|292740
One Dog Night (Andy Carpenter #9)|279508|158373
Sharpe's Siege (Sharpe #18)|173416|206042
Wray (Tornians #2)|353754|289437
Something M.Y.T.H. Inc. (Myth Adventures #12)|134905|248903
With the Lightnings (Lt. Leary / RCN #1)|142561|242900
Sea Swept (Chesapeake Bay Saga #1)|384172|308660
Fire with Fire (Burn for Burn #2)|274285|323050
Exquisite Captive (Dark Caravan Cycle #1)|289974|322765
Immortal Rider (Lords of Deliverance #2)|359227|302019
The Fall of Five (Lorien Legacies #4)|276693|327172
Gladys Aylward: The Adventure of a Lifetime (Christian Heroes: Then & Now #1)|266698|262461
Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson #4)|269009|334325
Chocolate Chip Cookie Murder (Hannah Swensen #1)|364773|326873
Empire High Untouchables (Empire High #1)|370985|239721
Worth the Wait (St. James #1)|337399|216367
The Synchronicity War Part 2 (The Synchronicity War #2)|141944|224598
Justice Lost (Darren Street #3)|333174|200869
Out of the Dark (Out of the Dark #1)|141266|237937
Hunter's Claim (The Alliance #1)|355337|293039
Peril in Paperback (Bibliophile Mystery #6)|360645|327843
Shattered (Alaskan Courage #2)|282205|263515
Oh My Goddess!, Volume 1 (Oh My Goddess! #1)|221670|377123
Fullmetal Alchemist, Vol. 10 (Fullmetal Alchemist #10)|220777|366446
Untouchable (Untouchable #1)|400797|258467
